"Time","avg(D+_density)","avg(D_density)","avg(em_density)"
4.41000e+00,1.23868e+14,8.06777e+21,1.23868e+14
4.42000e+00,1.23928e+14,8.06385e+21,1.23928e+14
4.43000e+00,1.23988e+14,8.05993e+21,1.23988e+14
4.44000e+00,1.24048e+14,8.05601e+21,1.24048e+14
4.45000e+00,1.24109e+14,8.05210e+21,1.24109e+14
4.46000e+00,1.24169e+14,8.04818e+21,1.24169e+14
4.47000e+00,1.24230e+14,8.04427e+21,1.24230e+14
4.48000e+00,1.24290e+14,8.04036e+21,1.24290e+14
4.49000e+00,1.24350e+14,8.03645e+21,1.24350e+14
4.50000e+00,1.24411e+14,8.03255e+21,1.24411e+14
4.51000e+00,1.24471e+14,8.02864e+21,1.24471e+14
4.52000e+00,1.24532e+14,8.02474e+21,1.24532e+14
4.53000e+00,1.24592e+14,8.02084e+21,1.24592e+14
4.54000e+00,1.24653e+14,8.01694e+21,1.24653e+14
4.55000e+00,1.24714e+14,8.01305e+21,1.24714e+14
4.56000e+00,1.24774e+14,8.00915e+21,1.24774e+14
4.57000e+00,1.24835e+14,8.00526e+21,1.24835e+14
4.58000e+00,1.24896e+14,8.00137e+21,1.24896e+14
4.59000e+00,1.24956e+14,7.99748e+21,1.24956e+14
4.60000e+00,1.25017e+14,7.99360e+21,1.25017e+14
4.61000e+00,1.25078e+14,7.98971e+21,1.25078e+14
4.62000e+00,1.25139e+14,7.98583e+21,1.25139e+14
4.63000e+00,1.25200e+14,7.98195e+21,1.25200e+14
4.64000e+00,1.25260e+14,7.97807e+21,1.25260e+14
4.65000e+00,1.25321e+14,7.97419e+21,1.25321e+14
4.66000e+00,1.25382e+14,7.97031e+21,1.25382e+14
4.67000e+00,1.25443e+14,7.96644e+21,1.25443e+14
4.68000e+00,1.25504e+14,7.96257e+21,1.25504e+14
4.69000e+00,1.25565e+14,7.95870e+21,1.25565e+14
4.70000e+00,1.25626e+14,7.95483e+21,1.25626e+14
4.71000e+00,1.25687e+14,7.95097e+21,1.25687e+14
4.72000e+00,1.25748e+14,7.94710e+21,1.25748e+14
4.73000e+00,1.25810e+14,7.94324e+21,1.25810e+14
4.74000e+00,1.25871e+14,7.93938e+21,1.25871e+14
4.75000e+00,1.25932e+14,7.93552e+21,1.25932e+14
4.76000e+00,1.25993e+14,7.93166e+21,1.25993e+14
4.77000e+00,1.26054e+14,7.92781e+21,1.26054e+14
4.78000e+00,1.26116e+14,7.92396e+21,1.26116e+14
4.79000e+00,1.26177e+14,7.92011e+21,1.26177e+14
4.80000e+00,1.26238e+14,7.91626e+21,1.26238e+14
4.81000e+00,1.26300e+14,7.91241e+21,1.26300e+14
4.82000e+00,1.26361e+14,7.90856e+21,1.26361e+14
4.83000e+00,1.26423e+14,7.90472e+21,1.26423e+14
4.84000e+00,1.26484e+14,7.90088e+21,1.26484e+14
4.85000e+00,1.26546e+14,7.89704e+21,1.26546e+14
4.86000e+00,1.26607e+14,7.89320e+21,1.26607e+14
4.87000e+00,1.26669e+14,7.88936e+21,1.26669e+14
4.88000e+00,1.26730e+14,7.88553e+21,1.26730e+14
4.89000e+00,1.26792e+14,7.88170e+21,1.26792e+14
4.90000e+00,1.26854e+14,7.87787e+21,1.26854e+14
4.91000e+00,1.26915e+14,7.87404e+21,1.26915e+14
4.92000e+00,1.26977e+14,7.87021e+21,1.26977e+14
4.93000e+00,1.27039e+14,7.86639e+21,1.27039e+14
4.94000e+00,1.27101e+14,7.86256e+21,1.27101e+14
4.95000e+00,1.27162e+14,7.85874e+21,1.27162e+14
4.96000e+00,1.27224e+14,7.85492e+21,1.27224e+14
4.97000e+00,1.27286e+14,7.85111e+21,1.27286e+14
4.98000e+00,1.27348e+14,7.84729e+21,1.27348e+14
4.99000e+00,1.27410e+14,7.84348e+21,1.27410e+14
5.00000e+00,1.27472e+14,7.83966e+21,1.27472e+14
5.01000e+00,1.27534e+14,7.83585e+21,1.27534e+14
5.02000e+00,1.27596e+14,7.83205e+21,1.27596e+14
5.03000e+00,1.27658e+14,7.82824e+21,1.27658e+14
5.04000e+00,1.27720e+14,7.82444e+21,1.27720e+14
5.05000e+00,1.27782e+14,7.82063e+21,1.27782e+14
5.06000e+00,1.27844e+14,7.81683e+21,1.27844e+14
5.07000e+00,1.27906e+14,7.81303e+21,1.27906e+14
5.08000e+00,1.27968e+14,7.80924e+21,1.27968e+14
5.09000e+00,1.28031e+14,7.80544e+21,1.28031e+14
5.10000e+00,1.28093e+14,7.80165e+21,1.28093e+14
5.11000e+00,1.28155e+14,7.79786e+21,1.28155e+14
5.12000e+00,1.28218e+14,7.79407e+21,1.28218e+14
5.13000e+00,1.28280e+14,7.79028e+21,1.28280e+14
5.14000e+00,1.28342e+14,7.78649e+21,1.28342e+14
5.15000e+00,1.28405e+14,7.78271e+21,1.28405e+14
5.16000e+00,1.28467e+14,7.77893e+21,1.28467e+14
5.17000e+00,1.28530e+14,7.77515e+21,1.28530e+14
5.18000e+00,1.28592e+14,7.77137e+21,1.28592e+14
5.19000e+00,1.28655e+14,7.76759e+21,1.28655e+14
5.20000e+00,1.28717e+14,7.76381e+21,1.28717e+14
5.21000e+00,1.28780e+14,7.76004e+21,1.28780e+14
5.22000e+00,1.28842e+14,7.75627e+21,1.28842e+14
5.23000e+00,1.28905e+14,7.75250e+21,1.28905e+14
5.24000e+00,1.28968e+14,7.74873e+21,1.28968e+14
5.25000e+00,1.29030e+14,7.74497e+21,1.29030e+14
5.26000e+00,1.29093e+14,7.74120e+21,1.29093e+14
5.27000e+00,1.29156e+14,7.73744e+21,1.29156e+14
5.28000e+00,1.29219e+14,7.73368e+21,1.29219e+14
5.29000e+00,1.29281e+14,7.72992e+21,1.29281e+14
5.30000e+00,1.29344e+14,7.72617e+21,1.29344e+14
5.31000e+00,1.29407e+14,7.72241e+21,1.29407e+14
5.32000e+00,1.29470e+14,7.71866e+21,1.29470e+14
5.33000e+00,1.29533e+14,7.71491e+21,1.29533e+14
5.34000e+00,1.29596e+14,7.71116e+21,1.29596e+14
5.35000e+00,1.29659e+14,7.70741e+21,1.29659e+14
5.36000e+00,1.29722e+14,7.70366e+21,1.29722e+14
5.37000e+00,1.29785e+14,7.69992e+21,1.29785e+14
5.38000e+00,1.29848e+14,7.69618e+21,1.29848e+14
5.39000e+00,1.29911e+14,7.69244e+21,1.29911e+14
5.40000e+00,1.29975e+14,7.68870e+21,1.29975e+14
5.41000e+00,1.30038e+14,7.68496e+21,1.30038e+14
5.42000e+00,1.30101e+14,7.68123e+21,1.30101e+14
5.43000e+00,1.30164e+14,7.67749e+21,1.30164e+14
5.44000e+00,1.30228e+14,7.67376e+21,1.30228e+14
5.45000e+00,1.30291e+14,7.67003e+21,1.30291e+14
5.46000e+00,1.30354e+14,7.66631e+21,1.30354e+14
5.47000e+00,1.30418e+14,7.66258e+21,1.30418e+14
5.48000e+00,1.30481e+14,7.65886e+21,1.30481e+14
5.49000e+00,1.30545e+14,7.65513e+21,1.30545e+14
5.50000e+00,1.30608e+14,7.65141e+21,1.30608e+14
5.51000e+00,1.30672e+14,7.64769e+21,1.30672e+14
5.52000e+00,1.30735e+14,7.64398e+21,1.30735e+14
5.53000e+00,1.30799e+14,7.64026e+21,1.30799e+14
5.54000e+00,1.30862e+14,7.63655e+21,1.30862e+14
5.55000e+00,1.30926e+14,7.63284e+21,1.30926e+14
5.56000e+00,1.30990e+14,7.62913e+21,1.30990e+14
5.57000e+00,1.31053e+14,7.62542e+21,1.31053e+14
5.58000e+00,1.31117e+14,7.62172e+21,1.31117e+14
5.59000e+00,1.31181e+14,7.61801e+21,1.31181e+14
5.60000e+00,1.31244e+14,7.61431e+21,1.31244e+14
5.61000e+00,1.31308e+14,7.61061e+21,1.31308e+14
5.62000e+00,1.31372e+14,7.60691e+21,1.31372e+14
5.63000e+00,1.31436e+14,7.60321e+21,1.31436e+14
5.64000e+00,1.31500e+14,7.59952e+21,1.31500e+14
5.65000e+00,1.31564e+14,7.59582e+21,1.31564e+14
5.66000e+00,1.31628e+14,7.59213e+21,1.31628e+14
5.67000e+00,1.31692e+14,7.58844e+21,1.31692e+14
5.68000e+00,1.31756e+14,7.58476e+21,1.31756e+14
5.69000e+00,1.31820e+14,7.58107e+21,1.31820e+14
5.70000e+00,1.31884e+14,7.57738e+21,1.31884e+14
5.71000e+00,1.31948e+14,7.57370e+21,1.31948e+14
5.72000e+00,1.32012e+14,7.57002e+21,1.32012e+14
5.73000e+00,1.32076e+14,7.56634e+21,1.32076e+14
5.74000e+00,1.32141e+14,7.56267e+21,1.32141e+14
5.75000e+00,1.32205e+14,7.55899e+21,1.32205e+14
5.76000e+00,1.32269e+14,7.55532e+21,1.32269e+14
5.77000e+00,1.32334e+14,7.55164e+21,1.32334e+14
5.78000e+00,1.32398e+14,7.54797e+21,1.32398e+14
5.79000e+00,1.32462e+14,7.54431e+21,1.32462e+14
5.80000e+00,1.32527e+14,7.54064e+21,1.32527e+14
5.81000e+00,1.32591e+14,7.53697e+21,1.32591e+14
5.82000e+00,1.32656e+14,7.53331e+21,1.32656e+14
5.83000e+00,1.32720e+14,7.52965e+21,1.32720e+14
5.84000e+00,1.32785e+14,7.52599e+21,1.32785e+14
5.85000e+00,1.32849e+14,7.52233e+21,1.32849e+14
5.86000e+00,1.32914e+14,7.51868e+21,1.32914e+14
5.87000e+00,1.32978e+14,7.51502e+21,1.32978e+14
5.88000e+00,1.33043e+14,7.51137e+21,1.33043e+14
5.89000e+00,1.33108e+14,7.50772e+21,1.33108e+14
5.90000e+00,1.33172e+14,7.50407e+21,1.33172e+14
5.91000e+00,1.33237e+14,7.50043e+21,1.33237e+14
5.92000e+00,1.33302e+14,7.49678e+21,1.33302e+14
5.93000e+00,1.33367e+14,7.49314e+21,1.33367e+14
5.94000e+00,1.33432e+14,7.48950e+21,1.33432e+14
5.95000e+00,1.33497e+14,7.48586e+21,1.33497e+14
5.96000e+00,1.33561e+14,7.48222e+21,1.33561e+14
5.97000e+00,1.33626e+14,7.47858e+21,1.33626e+14
5.98000e+00,1.33691e+14,7.47495e+21,1.33691e+14
5.99000e+00,1.33756e+14,7.47131e+21,1.33756e+14
6.00000e+00,1.33821e+14,7.46768e+21,1.33821e+14
6.01000e+00,1.33886e+14,7.46405e+21,1.33886e+14
6.02000e+00,1.33952e+14,7.46043e+21,1.33952e+14
6.03000e+00,1.34017e+14,7.45680e+21,1.34017e+14
6.04000e+00,1.34082e+14,7.45318e+21,1.34082e+14
6.05000e+00,1.34147e+14,7.44955e+21,1.34147e+14
6.06000e+00,1.34212e+14,7.44593e+21,1.34212e+14
6.07000e+00,1.34278e+14,7.44231e+21,1.34278e+14
6.08000e+00,1.34343e+14,7.43870e+21,1.34343e+14
6.09000e+00,1.34408e+14,7.43508e+21,1.34408e+14
6.10000e+00,1.34474e+14,7.43147e+21,1.34474e+14
6.11000e+00,1.34539e+14,7.42786e+21,1.34539e+14
6.12000e+00,1.34604e+14,7.42425e+21,1.34604e+14
6.13000e+00,1.34670e+14,7.42064e+21,1.34670e+14
6.14000e+00,1.34735e+14,7.41703e+21,1.34735e+14
6.15000e+00,1.34801e+14,7.41343e+21,1.34801e+14
6.16000e+00,1.34866e+14,7.40983e+21,1.34866e+14
6.17000e+00,1.34932e+14,7.40622e+21,1.34932e+14
6.18000e+00,1.34998e+14,7.40263e+21,1.34998e+14
6.19000e+00,1.35063e+14,7.39903e+21,1.35063e+14
6.20000e+00,1.35129e+14,7.39543e+21,1.35129e+14
6.21000e+00,1.35195e+14,7.39184e+21,1.35195e+14
6.22000e+00,1.35260e+14,7.38824e+21,1.35260e+14
6.23000e+00,1.35326e+14,7.38465e+21,1.35326e+14
6.24000e+00,1.35392e+14,7.38107e+21,1.35392e+14
6.25000e+00,1.35458e+14,7.37748e+21,1.35458e+14
6.26000e+00,1.35524e+14,7.37389e+21,1.35524e+14
6.27000e+00,1.35589e+14,7.37031e+21,1.35589e+14
6.28000e+00,1.35655e+14,7.36673e+21,1.35655e+14
6.29000e+00,1.35721e+14,7.36315e+21,1.35721e+14
6.30000e+00,1.35787e+14,7.35957e+21,1.35787e+14
6.31000e+00,1.35853e+14,7.35599e+21,1.35853e+14
6.32000e+00,1.35919e+14,7.35242e+21,1.35919e+14
6.33000e+00,1.35985e+14,7.34884e+21,1.35985e+14
6.34000e+00,1.36052e+14,7.34527e+21,1.36052e+14
6.35000e+00,1.36118e+14,7.34170e+21,1.36118e+14
6.36000e+00,1.36184e+14,7.33813e+21,1.36184e+14
6.37000e+00,1.36250e+14,7.33457e+21,1.36250e+14
6.38000e+00,1.36316e+14,7.33100e+21,1.36316e+14
6.39000e+00,1.36383e+14,7.32744e+21,1.36383e+14
6.40000e+00,1.36449e+14,7.32388e+21,1.36449e+14
6.41000e+00,1.36515e+14,7.32032e+21,1.36515e+14
6.42000e+00,1.36582e+14,7.31676e+21,1.36582e+14
6.43000e+00,1.36648e+14,7.31321e+21,1.36648e+14
6.44000e+00,1.36715e+14,7.30965e+21,1.36715e+14
6.45000e+00,1.36781e+14,7.30610e+21,1.36781e+14
6.46000e+00,1.36848e+14,7.30255e+21,1.36848e+14
6.47000e+00,1.36914e+14,7.29900e+21,1.36914e+14
6.48000e+00,1.36981e+14,7.29545e+21,1.36981e+14
6.49000e+00,1.37047e+14,7.29191e+21,1.37047e+14
6.50000e+00,1.37114e+14,7.28836e+21,1.37114e+14
6.51000e+00,1.37181e+14,7.28482e+21,1.37181e+14
6.52000e+00,1.37247e+14,7.28128e+21,1.37247e+14
6.53000e+00,1.37314e+14,7.27774e+21,1.37314e+14
6.54000e+00,1.37381e+14,7.27421e+21,1.37381e+14
6.55000e+00,1.37448e+14,7.27067e+21,1.37448e+14
6.56000e+00,1.37514e+14,7.26714e+21,1.37514e+14
6.57000e+00,1.37581e+14,7.26360e+21,1.37581e+14
6.58000e+00,1.37648e+14,7.26007e+21,1.37648e+14
6.59000e+00,1.37715e+14,7.25655e+21,1.37715e+14
6.60000e+00,1.37782e+14,7.25302e+21,1.37782e+14
6.61000e+00,1.37849e+14,7.24949e+21,1.37849e+14
6.62000e+00,1.37916e+14,7.24597e+21,1.37916e+14
6.63000e+00,1.37983e+14,7.24245e+21,1.37983e+14
6.64000e+00,1.38050e+14,7.23893e+21,1.38050e+14
6.65000e+00,1.38117e+14,7.23541e+21,1.38117e+14
6.66000e+00,1.38184e+14,7.23190e+21,1.38184e+14
6.67000e+00,1.38252e+14,7.22838e+21,1.38252e+14
6.68000e+00,1.38319e+14,7.22487e+21,1.38319e+14
6.69000e+00,1.38386e+14,7.22136e+21,1.38386e+14
6.70000e+00,1.38453e+14,7.21785e+21,1.38453e+14
6.71000e+00,1.38521e+14,7.21434e+21,1.38521e+14
6.72000e+00,1.38588e+14,7.21083e+21,1.38588e+14
6.73000e+00,1.38656e+14,7.20733e+21,1.38656e+14
6.74000e+00,1.38723e+14,7.20383e+21,1.38723e+14
6.75000e+00,1.38790e+14,7.20033e+21,1.38790e+14
6.76000e+00,1.38858e+14,7.19683e+21,1.38858e+14
6.77000e+00,1.38925e+14,7.19333e+21,1.38925e+14
6.78000e+00,1.38993e+14,7.18983e+21,1.38993e+14
6.79000e+00,1.39061e+14,7.18634e+21,1.39061e+14
6.80000e+00,1.39128e+14,7.18285e+21,1.39128e+14
6.81000e+00,1.39196e+14,7.17935e+21,1.39196e+14
6.82000e+00,1.39263e+14,7.17587e+21,1.39263e+14
6.83000e+00,1.39331e+14,7.17238e+21,1.39331e+14
6.84000e+00,1.39399e+14,7.16889e+21,1.39399e+14
6.85000e+00,1.39467e+14,7.16541e+21,1.39467e+14
6.86000e+00,1.39535e+14,7.16193e+21,1.39535e+14
6.87000e+00,1.39602e+14,7.15845e+21,1.39602e+14
6.88000e+00,1.39670e+14,7.15497e+21,1.39670e+14
6.89000e+00,1.39738e+14,7.15149e+21,1.39738e+14
6.90000e+00,1.39806e+14,7.14801e+21,1.39806e+14
6.91000e+00,1.39874e+14,7.14454e+21,1.39874e+14
6.92000e+00,1.39942e+14,7.14107e+21,1.39942e+14
6.93000e+00,1.40010e+14,7.13760e+21,1.40010e+14
6.94000e+00,1.40078e+14,7.13413e+21,1.40078e+14
6.95000e+00,1.40146e+14,7.13066e+21,1.40146e+14
6.96000e+00,1.40214e+14,7.12720e+21,1.40214e+14
6.97000e+00,1.40283e+14,7.12373e+21,1.40283e+14
6.98000e+00,1.40351e+14,7.12027e+21,1.40351e+14
6.99000e+00,1.40419e+14,7.11681e+21,1.40419e+14
7.00000e+00,1.40487e+14,7.11335e+21,1.40487e+14
7.01000e+00,1.40556e+14,7.10989e+21,1.40556e+14
7.02000e+00,1.40624e+14,7.10644e+21,1.40624e+14
7.03000e+00,1.40692e+14,7.10298e+21,1.40692e+14
7.04000e+00,1.40761e+14,7.09953e+21,1.40761e+14
7.05000e+00,1.40829e+14,7.09608e+21,1.40829e+14
7.06000e+00,1.40898e+14,7.09263e+21,1.40898e+14
7.07000e+00,1.40966e+14,7.08919e+21,1.40966e+14
7.08000e+00,1.41035e+14,7.08574e+21,1.41035e+14
7.09000e+00,1.41103e+14,7.08230e+21,1.41103e+14
7.10000e+00,1.41172e+14,7.07886e+21,1.41172e+14
7.11000e+00,1.41241e+14,7.07542e+21,1.41241e+14
7.12000e+00,1.41309e+14,7.07198e+21,1.41309e+14
7.13000e+00,1.41378e+14,7.06854e+21,1.41378e+14
7.14000e+00,1.41447e+14,7.06510e+21,1.41447e+14
7.15000e+00,1.41516e+14,7.06167e+21,1.41516e+14
7.16000e+00,1.41584e+14,7.05824e+21,1.41584e+14
7.17000e+00,1.41653e+14,7.05481e+21,1.41653e+14
7.18000e+00,1.41722e+14,7.05138e+21,1.41722e+14
7.19000e+00,1.41791e+14,7.04795e+21,1.41791e+14
7.20000e+00,1.41860e+14,7.04453e+21,1.41860e+14
7.21000e+00,1.41929e+14,7.04110e+21,1.41929e+14
7.22000e+00,1.41998e+14,7.03768e+21,1.41998e+14
7.23000e+00,1.42067e+14,7.03426e+21,1.42067e+14
7.24000e+00,1.42136e+14,7.03084e+21,1.42136e+14
7.25000e+00,1.42205e+14,7.02743e+21,1.42205e+14
7.26000e+00,1.42274e+14,7.02401e+21,1.42274e+14
7.27000e+00,1.42343e+14,7.02060e+21,1.42343e+14
7.28000e+00,1.42413e+14,7.01719e+21,1.42413e+14
7.29000e+00,1.42482e+14,7.01377e+21,1.42482e+14
7.30000e+00,1.42551e+14,7.01037e+21,1.42551e+14
7.31000e+00,1.42620e+14,7.00696e+21,1.42620e+14
7.32000e+00,1.42690e+14,7.00355e+21,1.42690e+14
7.33000e+00,1.42759e+14,7.00015e+21,1.42759e+14
7.34000e+00,1.42829e+14,6.99675e+21,1.42829e+14
7.35000e+00,1.42898e+14,6.99335e+21,1.42898e+14
7.36000e+00,1.42968e+14,6.98995e+21,1.42968e+14
7.37000e+00,1.43037e+14,6.98655e+21,1.43037e+14
7.38000e+00,1.43107e+14,6.98316e+21,1.43107e+14
7.39000e+00,1.43176e+14,6.97976e+21,1.43176e+14
7.40000e+00,1.43246e+14,6.97637e+21,1.43246e+14
7.41000e+00,1.43315e+14,6.97298e+21,1.43315e+14
7.42000e+00,1.43385e+14,6.96959e+21,1.43385e+14
7.43000e+00,1.43455e+14,6.96620e+21,1.43455e+14
7.44000e+00,1.43525e+14,6.96282e+21,1.43525e+14
7.45000e+00,1.43594e+14,6.95943e+21,1.43594e+14
7.46000e+00,1.43664e+14,6.95605e+21,1.43664e+14
7.47000e+00,1.43734e+14,6.95267e+21,1.43734e+14
7.48000e+00,1.43804e+14,6.94929e+21,1.43804e+14
7.49000e+00,1.43874e+14,6.94592e+21,1.43874e+14
7.50000e+00,1.43944e+14,6.94254e+21,1.43944e+14
7.51000e+00,1.44014e+14,6.93917e+21,1.44014e+14
7.52000e+00,1.44084e+14,6.93579e+21,1.44084e+14
7.53000e+00,1.44154e+14,6.93242e+21,1.44154e+14
7.54000e+00,1.44224e+14,6.92905e+21,1.44224e+14
7.55000e+00,1.44294e+14,6.92569e+21,1.44294e+14
7.56000e+00,1.44364e+14,6.92232e+21,1.44364e+14
7.57000e+00,1.44434e+14,6.91896e+21,1.44434e+14
7.58000e+00,1.44505e+14,6.91559e+21,1.44505e+14
7.59000e+00,1.44575e+14,6.91223e+21,1.44575e+14
7.60000e+00,1.44645e+14,6.90887e+21,1.44645e+14
7.61000e+00,1.44716e+14,6.90552e+21,1.44716e+14
7.62000e+00,1.44786e+14,6.90216e+21,1.44786e+14
7.63000e+00,1.44856e+14,6.89880e+21,1.44856e+14
7.64000e+00,1.44927e+14,6.89545e+21,1.44927e+14
7.65000e+00,1.44997e+14,6.89210e+21,1.44997e+14
7.66000e+00,1.45068e+14,6.88875e+21,1.45068e+14
7.67000e+00,1.45138e+14,6.88540e+21,1.45138e+14
7.68000e+00,1.45209e+14,6.88206e+21,1.45209e+14
7.69000e+00,1.45279e+14,6.87871e+21,1.45279e+14
7.70000e+00,1.45350e+14,6.87537e+21,1.45350e+14
7.71000e+00,1.45421e+14,6.87203e+21,1.45421e+14
7.72000e+00,1.45492e+14,6.86869e+21,1.45492e+14
7.73000e+00,1.45562e+14,6.86535e+21,1.45562e+14
7.74000e+00,1.45633e+14,6.86201e+21,1.45633e+14
7.75000e+00,1.45704e+14,6.85868e+21,1.45704e+14
7.76000e+00,1.45775e+14,6.85535e+21,1.45775e+14
7.77000e+00,1.45846e+14,6.85201e+21,1.45846e+14
7.78000e+00,1.45916e+14,6.84868e+21,1.45916e+14
7.79000e+00,1.45987e+14,6.84536e+21,1.45987e+14
7.80000e+00,1.46058e+14,6.84203e+21,1.46058e+14
7.81000e+00,1.46129e+14,6.83870e+21,1.46129e+14
7.82000e+00,1.46200e+14,6.83538e+21,1.46200e+14
7.83000e+00,1.46272e+14,6.83206e+21,1.46272e+14
7.84000e+00,1.46343e+14,6.82874e+21,1.46343e+14
7.85000e+00,1.46414e+14,6.82542e+21,1.46414e+14
7.86000e+00,1.46485e+14,6.82210e+21,1.46485e+14
7.87000e+00,1.46556e+14,6.81879e+21,1.46556e+14
7.88000e+00,1.46628e+14,6.81547e+21,1.46628e+14
7.89000e+00,1.46699e+14,6.81216e+21,1.46699e+14
7.90000e+00,1.46770e+14,6.80885e+21,1.46770e+14
7.91000e+00,1.46842e+14,6.80554e+21,1.46842e+14
7.92000e+00,1.46913e+14,6.80223e+21,1.46913e+14
7.93000e+00,1.46984e+14,6.79893e+21,1.46984e+14
7.94000e+00,1.47056e+14,6.79562e+21,1.47056e+14
7.95000e+00,1.47127e+14,6.79232e+21,1.47127e+14
7.96000e+00,1.47199e+14,6.78902e+21,1.47199e+14
7.97000e+00,1.47270e+14,6.78572e+21,1.47270e+14
7.98000e+00,1.47342e+14,6.78242e+21,1.47342e+14
7.99000e+00,1.47414e+14,6.77913e+21,1.47414e+14
8.00000e+00,1.47485e+14,6.77583e+21,1.47485e+14
8.01000e+00,1.47557e+14,6.77254e+21,1.47557e+14
8.02000e+00,1.47629e+14,6.76925e+21,1.47629e+14
8.03000e+00,1.47701e+14,6.76596e+21,1.47701e+14
8.04000e+00,1.47772e+14,6.76267e+21,1.47772e+14
8.05000e+00,1.47844e+14,6.75938e+21,1.47844e+14
8.06000e+00,1.47916e+14,6.75610e+21,1.47916e+14
8.07000e+00,1.47988e+14,6.75281e+21,1.47988e+14
8.08000e+00,1.48060e+14,6.74953e+21,1.48060e+14
8.09000e+00,1.48132e+14,6.74625e+21,1.48132e+14
8.10000e+00,1.48204e+14,6.74297e+21,1.48204e+14
8.11000e+00,1.48276e+14,6.73970e+21,1.48276e+14
8.12000e+00,1.48348e+14,6.73642e+21,1.48348e+14
8.13000e+00,1.48420e+14,6.73315e+21,1.48420e+14
8.14000e+00,1.48493e+14,6.72987e+21,1.48493e+14
8.15000e+00,1.48565e+14,6.72660e+21,1.48565e+14
8.16000e+00,1.48637e+14,6.72333e+21,1.48637e+14
8.17000e+00,1.48709e+14,6.72007e+21,1.48709e+14
8.18000e+00,1.48782e+14,6.71680e+21,1.48782e+14
8.19000e+00,1.48854e+14,6.71354e+21,1.48854e+14
8.20000e+00,1.48926e+14,6.71027e+21,1.48926e+14
8.21000e+00,1.48999e+14,6.70701e+21,1.48999e+14
8.22000e+00,1.49071e+14,6.70375e+21,1.49071e+14
8.23000e+00,1.49144e+14,6.70049e+21,1.49144e+14
8.24000e+00,1.49216e+14,6.69724e+21,1.49216e+14
8.25000e+00,1.49289e+14,6.69398e+21,1.49289e+14
8.26000e+00,1.49361e+14,6.69073e+21,1.49361e+14
8.27000e+00,1.49434e+14,6.68748e+21,1.49434e+14
8.28000e+00,1.49507e+14,6.68423e+21,1.49507e+14
8.29000e+00,1.49579e+14,6.68098e+21,1.49579e+14
8.30000e+00,1.49652e+14,6.67773e+21,1.49652e+14
8.31000e+00,1.49725e+14,6.67449e+21,1.49725e+14
8.32000e+00,1.49798e+14,6.67124e+21,1.49798e+14
8.33000e+00,1.49870e+14,6.66800e+21,1.49870e+14
8.34000e+00,1.49943e+14,6.66476e+21,1.49943e+14
8.35000e+00,1.50016e+14,6.66152e+21,1.50016e+14
8.36000e+00,1.50089e+14,6.65828e+21,1.50089e+14
8.37000e+00,1.50162e+14,6.65505e+21,1.50162e+14
8.38000e+00,1.50235e+14,6.65181e+21,1.50235e+14
8.39000e+00,1.50308e+14,6.64858e+21,1.50308e+14
8.40000e+00,1.50381e+14,6.64535e+21,1.50381e+14
8.41000e+00,1.50454e+14,6.64212e+21,1.50454e+14
8.42000e+00,1.50527e+14,6.63889e+21,1.50527e+14
8.43000e+00,1.50601e+14,6.63567e+21,1.50601e+14
8.44000e+00,1.50674e+14,6.63244e+21,1.50674e+14
8.45000e+00,1.50747e+14,6.62922e+21,1.50747e+14
8.46000e+00,1.50820e+14,6.62600e+21,1.50820e+14
8.47000e+00,1.50894e+14,6.62278e+21,1.50894e+14
8.48000e+00,1.50967e+14,6.61956e+21,1.50967e+14
8.49000e+00,1.51041e+14,6.61634e+21,1.51041e+14
8.50000e+00,1.51114e+14,6.61312e+21,1.51114e+14
8.51000e+00,1.51187e+14,6.60991e+21,1.51187e+14
8.52000e+00,1.51261e+14,6.60670e+21,1.51261e+14
8.53000e+00,1.51335e+14,6.60349e+21,1.51335e+14
8.54000e+00,1.51408e+14,6.60028e+21,1.51408e+14
8.55000e+00,1.51482e+14,6.59707e+21,1.51482e+14
8.56000e+00,1.51555e+14,6.59386e+21,1.51555e+14
8.57000e+00,1.51629e+14,6.59066e+21,1.51629e+14
8.58000e+00,1.51703e+14,6.58746e+21,1.51703e+14
8.59000e+00,1.51777e+14,6.58426e+21,1.51777e+14
8.60000e+00,1.51850e+14,6.58106e+21,1.51850e+14
8.61000e+00,1.51924e+14,6.57786e+21,1.51924e+14
8.62000e+00,1.51998e+14,6.57466e+21,1.51998e+14
8.63000e+00,1.52072e+14,6.57147e+21,1.52072e+14
8.64000e+00,1.52146e+14,6.56827e+21,1.52146e+14
8.65000e+00,1.52220e+14,6.56508e+21,1.52220e+14
8.66000e+00,1.52294e+14,6.56189e+21,1.52294e+14
8.67000e+00,1.52368e+14,6.55870e+21,1.52368e+14
8.68000e+00,1.52442e+14,6.55551e+21,1.52442e+14
8.69000e+00,1.52516e+14,6.55233e+21,1.52516e+14
8.70000e+00,1.52590e+14,6.54914e+21,1.52590e+14
8.71000e+00,1.52665e+14,6.54596e+21,1.52665e+14
8.72000e+00,1.52739e+14,6.54278e+21,1.52739e+14
8.73000e+00,1.52813e+14,6.53960e+21,1.52813e+14
8.74000e+00,1.52887e+14,6.53642e+21,1.52887e+14
8.75000e+00,1.52962e+14,6.53324e+21,1.52962e+14
8.76000e+00,1.53036e+14,6.53007e+21,1.53036e+14
