"Time","avg(D+_density)","avg(D_density)","avg(em_density)"
1.87530e+02,9.09752e+17,1.09847e+18,9.09752e+17
1.87540e+02,9.10195e+17,1.09794e+18,9.10195e+17
1.87550e+02,9.10637e+17,1.09740e+18,9.10637e+17
1.87560e+02,9.11080e+17,1.09687e+18,9.11080e+17
1.87570e+02,9.11523e+17,1.09634e+18,9.11523e+17
1.87580e+02,9.11966e+17,1.09580e+18,9.11966e+17
1.87590e+02,9.12410e+17,1.09527e+18,9.12410e+17
1.87600e+02,9.12853e+17,1.09474e+18,9.12853e+17
1.87610e+02,9.13297e+17,1.09421e+18,9.13297e+17
1.87620e+02,9.13741e+17,1.09367e+18,9.13741e+17
1.87630e+02,9.14185e+17,1.09314e+18,9.14185e+17
1.87640e+02,9.14630e+17,1.09261e+18,9.14630e+17
1.87650e+02,9.15075e+17,1.09208e+18,9.15075e+17
1.87660e+02,9.15520e+17,1.09155e+18,9.15520e+17
1.87670e+02,9.15965e+17,1.09102e+18,9.15965e+17
1.87680e+02,9.16410e+17,1.09049e+18,9.16410e+17
1.87690e+02,9.16856e+17,1.08996e+18,9.16856e+17
1.87700e+02,9.17302e+17,1.08943e+18,9.17302e+17
1.87710e+02,9.17748e+17,1.08890e+18,9.17748e+17
1.87720e+02,9.18194e+17,1.08837e+18,9.18194e+17
1.87730e+02,9.18640e+17,1.08784e+18,9.18640e+17
1.87740e+02,9.19087e+17,1.08731e+18,9.19087e+17
1.87750e+02,9.19534e+17,1.08679e+18,9.19534e+17
1.87760e+02,9.19981e+17,1.08626e+18,9.19981e+17
1.87770e+02,9.20428e+17,1.08573e+18,9.20428e+17
1.87780e+02,9.20876e+17,1.08520e+18,9.20876e+17
1.87790e+02,9.21324e+17,1.08467e+18,9.21324e+17
1.87800e+02,9.21772e+17,1.08415e+18,9.21772e+17
1.87810e+02,9.22220e+17,1.08362e+18,9.22220e+17
1.87820e+02,9.22668e+17,1.08309e+18,9.22668e+17
1.87830e+02,9.23117e+17,1.08257e+18,9.23117e+17
1.87840e+02,9.23566e+17,1.08204e+18,9.23566e+17
1.87850e+02,9.24015e+17,1.08152e+18,9.24015e+17
1.87860e+02,9.24464e+17,1.08099e+18,9.24464e+17
1.87870e+02,9.24913e+17,1.08046e+18,9.24913e+17
1.87880e+02,9.25363e+17,1.07994e+18,9.25363e+17
1.87890e+02,9.25813e+17,1.07941e+18,9.25813e+17
1.87900e+02,9.26263e+17,1.07889e+18,9.26263e+17
1.87910e+02,9.26714e+17,1.07837e+18,9.26714e+17
1.87920e+02,9.27164e+17,1.07784e+18,9.27164e+17
1.87930e+02,9.27615e+17,1.07732e+18,9.27615e+17
1.87940e+02,9.28066e+17,1.07679e+18,9.28066e+17
1.87950e+02,9.28517e+17,1.07627e+18,9.28517e+17
1.87960e+02,9.28969e+17,1.07575e+18,9.28969e+17
1.87970e+02,9.29421e+17,1.07522e+18,9.29421e+17
1.87980e+02,9.29872e+17,1.07470e+18,9.29872e+17
1.87990e+02,9.30325e+17,1.07418e+18,9.30325e+17
1.88000e+02,9.30777e+17,1.07366e+18,9.30777e+17
1.88010e+02,9.31230e+17,1.07314e+18,9.31230e+17
1.88020e+02,9.31682e+17,1.07261e+18,9.31682e+17
1.88030e+02,9.32135e+17,1.07209e+18,9.32135e+17
1.88040e+02,9.32589e+17,1.07157e+18,9.32589e+17
1.88050e+02,9.33042e+17,1.07105e+18,9.33042e+17
1.88060e+02,9.33496e+17,1.07053e+18,9.33496e+17
1.88070e+02,9.33950e+17,1.07001e+18,9.33950e+17
1.88080e+02,9.34404e+17,1.06949e+18,9.34404e+17
1.88090e+02,9.34858e+17,1.06897e+18,9.34858e+17
1.88100e+02,9.35313e+17,1.06845e+18,9.35313e+17
1.88110e+02,9.35767e+17,1.06793e+18,9.35767e+17
1.88120e+02,9.36222e+17,1.06741e+18,9.36222e+17
1.88130e+02,9.36678e+17,1.06689e+18,9.36678e+17
1.88140e+02,9.37133e+17,1.06638e+18,9.37133e+17
1.88150e+02,9.37589e+17,1.06586e+18,9.37589e+17
1.88160e+02,9.38045e+17,1.06534e+18,9.38045e+17
1.88170e+02,9.38501e+17,1.06482e+18,9.38501e+17
1.88180e+02,9.38957e+17,1.06430e+18,9.38957e+17
1.88190e+02,9.39414e+17,1.06379e+18,9.39414e+17
1.88200e+02,9.39870e+17,1.06327e+18,9.39870e+17
1.88210e+02,9.40327e+17,1.06275e+18,9.40327e+17
1.88220e+02,9.40785e+17,1.06224e+18,9.40785e+17
1.88230e+02,9.41242e+17,1.06172e+18,9.41242e+17
1.88240e+02,9.41700e+17,1.06120e+18,9.41700e+17
1.88250e+02,9.42158e+17,1.06069e+18,9.42158e+17
1.88260e+02,9.42616e+17,1.06017e+18,9.42616e+17
1.88270e+02,9.43074e+17,1.05966e+18,9.43074e+17
1.88280e+02,9.43533e+17,1.05914e+18,9.43533e+17
1.88290e+02,9.43991e+17,1.05863e+18,9.43991e+17
1.88300e+02,9.44450e+17,1.05811e+18,9.44450e+17
1.88310e+02,9.44910e+17,1.05760e+18,9.44910e+17
1.88320e+02,9.45369e+17,1.05709e+18,9.45369e+17
1.88330e+02,9.45829e+17,1.05657e+18,9.45829e+17
1.88340e+02,9.46289e+17,1.05606e+18,9.46289e+17
1.88350e+02,9.46749e+17,1.05555e+18,9.46749e+17
1.88360e+02,9.47209e+17,1.05503e+18,9.47209e+17
1.88370e+02,9.47670e+17,1.05452e+18,9.47670e+17
1.88380e+02,9.48130e+17,1.05401e+18,9.48130e+17
1.88390e+02,9.48591e+17,1.05349e+18,9.48591e+17
1.88400e+02,9.49053e+17,1.05298e+18,9.49053e+17
1.88410e+02,9.49514e+17,1.05247e+18,9.49514e+17
1.88420e+02,9.49976e+17,1.05196e+18,9.49976e+17
1.88430e+02,9.50438e+17,1.05145e+18,9.50438e+17
1.88440e+02,9.50900e+17,1.05094e+18,9.50900e+17
1.88450e+02,9.51362e+17,1.05043e+18,9.51362e+17
1.88460e+02,9.51825e+17,1.04992e+18,9.51825e+17
1.88470e+02,9.52288e+17,1.04941e+18,9.52288e+17
1.88480e+02,9.52751e+17,1.04890e+18,9.52751e+17
1.88490e+02,9.53214e+17,1.04839e+18,9.53214e+17
1.88500e+02,9.53677e+17,1.04788e+18,9.53677e+17
1.88510e+02,9.54141e+17,1.04737e+18,9.54141e+17
1.88520e+02,9.54605e+17,1.04686e+18,9.54605e+17
1.88530e+02,9.55069e+17,1.04635e+18,9.55069e+17
1.88540e+02,9.55533e+17,1.04584e+18,9.55533e+17
1.88550e+02,9.55998e+17,1.04533e+18,9.55998e+17
1.88560e+02,9.56463e+17,1.04482e+18,9.56463e+17
1.88570e+02,9.56928e+17,1.04432e+18,9.56928e+17
1.88580e+02,9.57393e+17,1.04381e+18,9.57393e+17
1.88590e+02,9.57859e+17,1.04330e+18,9.57859e+17
1.88600e+02,9.58325e+17,1.04279e+18,9.58325e+17
1.88610e+02,9.58791e+17,1.04229e+18,9.58791e+17
1.88620e+02,9.59257e+17,1.04178e+18,9.59257e+17
1.88630e+02,9.59723e+17,1.04128e+18,9.59723e+17
1.88640e+02,9.60190e+17,1.04077e+18,9.60190e+17
1.88650e+02,9.60657e+17,1.04026e+18,9.60657e+17
1.88660e+02,9.61124e+17,1.03976e+18,9.61124e+17
1.88670e+02,9.61591e+17,1.03925e+18,9.61591e+17
1.88680e+02,9.62059e+17,1.03875e+18,9.62059e+17
1.88690e+02,9.62526e+17,1.03824e+18,9.62526e+17
1.88700e+02,9.62994e+17,1.03774e+18,9.62994e+17
1.88710e+02,9.63463e+17,1.03723e+18,9.63463e+17
1.88720e+02,9.63931e+17,1.03673e+18,9.63931e+17
1.88730e+02,9.64400e+17,1.03623e+18,9.64400e+17
1.88740e+02,9.64869e+17,1.03572e+18,9.64869e+17
1.88750e+02,9.65338e+17,1.03522e+18,9.65338e+17
1.88760e+02,9.65807e+17,1.03472e+18,9.65807e+17
1.88770e+02,9.66277e+17,1.03421e+18,9.66277e+17
1.88780e+02,9.66747e+17,1.03371e+18,9.66747e+17
1.88790e+02,9.67217e+17,1.03321e+18,9.67217e+17
1.88800e+02,9.67687e+17,1.03271e+18,9.67687e+17
1.88810e+02,9.68158e+17,1.03220e+18,9.68158e+17
1.88820e+02,9.68628e+17,1.03170e+18,9.68628e+17
1.88830e+02,9.69099e+17,1.03120e+18,9.69099e+17
1.88840e+02,9.69571e+17,1.03070e+18,9.69571e+17
1.88850e+02,9.70042e+17,1.03020e+18,9.70042e+17
1.88860e+02,9.70514e+17,1.02970e+18,9.70514e+17
1.88870e+02,9.70986e+17,1.02920e+18,9.70986e+17
1.88880e+02,9.71458e+17,1.02870e+18,9.71458e+17
1.88890e+02,9.71930e+17,1.02820e+18,9.71930e+17
1.88900e+02,9.72403e+17,1.02770e+18,9.72403e+17
1.88910e+02,9.72875e+17,1.02720e+18,9.72875e+17
1.88920e+02,9.73348e+17,1.02670e+18,9.73348e+17
1.88930e+02,9.73822e+17,1.02620e+18,9.73822e+17
1.88940e+02,9.74295e+17,1.02570e+18,9.74295e+17
1.88950e+02,9.74769e+17,1.02520e+18,9.74769e+17
1.88960e+02,9.75243e+17,1.02470e+18,9.75243e+17
1.88970e+02,9.75717e+17,1.02421e+18,9.75717e+17
1.88980e+02,9.76192e+17,1.02371e+18,9.76192e+17
1.88990e+02,9.76666e+17,1.02321e+18,9.76666e+17
1.89000e+02,9.77141e+17,1.02271e+18,9.77141e+17
1.89010e+02,9.77616e+17,1.02222e+18,9.77616e+17
1.89020e+02,9.78092e+17,1.02172e+18,9.78092e+17
1.89030e+02,9.78567e+17,1.02122e+18,9.78567e+17
1.89040e+02,9.79043e+17,1.02073e+18,9.79043e+17
1.89050e+02,9.79519e+17,1.02023e+18,9.79519e+17
1.89060e+02,9.79995e+17,1.01974e+18,9.79995e+17
1.89070e+02,9.80472e+17,1.01924e+18,9.80472e+17
1.89080e+02,9.80948e+17,1.01874e+18,9.80948e+17
1.89090e+02,9.81425e+17,1.01825e+18,9.81425e+17
1.89100e+02,9.81903e+17,1.01775e+18,9.81903e+17
1.89110e+02,9.82380e+17,1.01726e+18,9.82380e+17
1.89120e+02,9.82858e+17,1.01677e+18,9.82858e+17
1.89130e+02,9.83336e+17,1.01627e+18,9.83336e+17
1.89140e+02,9.83814e+17,1.01578e+18,9.83814e+17
1.89150e+02,9.84292e+17,1.01528e+18,9.84292e+17
1.89160e+02,9.84771e+17,1.01479e+18,9.84771e+17
1.89170e+02,9.85250e+17,1.01430e+18,9.85250e+17
1.89180e+02,9.85729e+17,1.01380e+18,9.85729e+17
1.89190e+02,9.86208e+17,1.01331e+18,9.86208e+17
1.89200e+02,9.86687e+17,1.01282e+18,9.86687e+17
1.89210e+02,9.87167e+17,1.01233e+18,9.87167e+17
1.89220e+02,9.87647e+17,1.01183e+18,9.87647e+17
1.89230e+02,9.88127e+17,1.01134e+18,9.88127e+17
1.89240e+02,9.88608e+17,1.01085e+18,9.88608e+17
1.89250e+02,9.89089e+17,1.01036e+18,9.89089e+17
1.89260e+02,9.89569e+17,1.00987e+18,9.89569e+17
1.89270e+02,9.90051e+17,1.00938e+18,9.90051e+17
1.89280e+02,9.90532e+17,1.00889e+18,9.90532e+17
1.89290e+02,9.91014e+17,1.00840e+18,9.91014e+17
1.89300e+02,9.91496e+17,1.00791e+18,9.91496e+17
1.89310e+02,9.91978e+17,1.00742e+18,9.91978e+17
1.89320e+02,9.92460e+17,1.00693e+18,9.92460e+17
1.89330e+02,9.92943e+17,1.00644e+18,9.92943e+17
1.89340e+02,9.93425e+17,1.00595e+18,9.93425e+17
1.89350e+02,9.93908e+17,1.00546e+18,9.93908e+17
1.89360e+02,9.94392e+17,1.00497e+18,9.94392e+17
1.89370e+02,9.94875e+17,1.00448e+18,9.94875e+17
1.89380e+02,9.95359e+17,1.00400e+18,9.95359e+17
1.89390e+02,9.95843e+17,1.00351e+18,9.95843e+17
1.89400e+02,9.96327e+17,1.00302e+18,9.96327e+17
1.89410e+02,9.96812e+17,1.00253e+18,9.96812e+17
1.89420e+02,9.97296e+17,1.00205e+18,9.97296e+17
1.89430e+02,9.97781e+17,1.00156e+18,9.97781e+17
1.89440e+02,9.98266e+17,1.00107e+18,9.98266e+17
1.89450e+02,9.98752e+17,1.00058e+18,9.98752e+17
1.89460e+02,9.99237e+17,1.00010e+18,9.99237e+17
1.89470e+02,9.99723e+17,9.99613e+17,9.99723e+17
1.89480e+02,1.00021e+18,9.99127e+17,1.00021e+18
1.89490e+02,1.00070e+18,9.98641e+17,1.00070e+18
1.89500e+02,1.00118e+18,9.98156e+17,1.00118e+18
1.89510e+02,1.00167e+18,9.97671e+17,1.00167e+18
1.89520e+02,1.00216e+18,9.97186e+17,1.00216e+18
1.89530e+02,1.00264e+18,9.96701e+17,1.00264e+18
1.89540e+02,1.00313e+18,9.96217e+17,1.00313e+18
1.89550e+02,1.00362e+18,9.95733e+17,1.00362e+18
1.89560e+02,1.00411e+18,9.95249e+17,1.00411e+18
1.89570e+02,1.00459e+18,9.94765e+17,1.00459e+18
1.89580e+02,1.00508e+18,9.94282e+17,1.00508e+18
1.89590e+02,1.00557e+18,9.93798e+17,1.00557e+18
1.89600e+02,1.00606e+18,9.93316e+17,1.00606e+18
1.89610e+02,1.00655e+18,9.92833e+17,1.00655e+18
1.89620e+02,1.00704e+18,9.92350e+17,1.00704e+18
1.89630e+02,1.00753e+18,9.91868e+17,1.00753e+18
1.89640e+02,1.00802e+18,9.91386e+17,1.00802e+18
1.89650e+02,1.00851e+18,9.90904e+17,1.00851e+18
1.89660e+02,1.00900e+18,9.90423e+17,1.00900e+18
1.89670e+02,1.00949e+18,9.89941e+17,1.00949e+18
1.89680e+02,1.00998e+18,9.89460e+17,1.00998e+18
1.89690e+02,1.01047e+18,9.88979e+17,1.01047e+18
1.89700e+02,1.01096e+18,9.88499e+17,1.01096e+18
1.89710e+02,1.01145e+18,9.88018e+17,1.01145e+18
1.89720e+02,1.01195e+18,9.87538e+17,1.01195e+18
1.89730e+02,1.01244e+18,9.87058e+17,1.01244e+18
1.89740e+02,1.01293e+18,9.86578e+17,1.01293e+18
1.89750e+02,1.01342e+18,9.86099e+17,1.01342e+18
1.89760e+02,1.01392e+18,9.85620e+17,1.01392e+18
1.89770e+02,1.01441e+18,9.85141e+17,1.01441e+18
1.89780e+02,1.01490e+18,9.84662e+17,1.01490e+18
1.89790e+02,1.01540e+18,9.84183e+17,1.01540e+18
1.89800e+02,1.01589e+18,9.83705e+17,1.01589e+18
1.89810e+02,1.01638e+18,9.83227e+17,1.01638e+18
1.89820e+02,1.01688e+18,9.82749e+17,1.01688e+18
1.89830e+02,1.01737e+18,9.82271e+17,1.01737e+18
1.89840e+02,1.01787e+18,9.81794e+17,1.01787e+18
1.89850e+02,1.01836e+18,9.81317e+17,1.01836e+18
1.89860e+02,1.01886e+18,9.80840e+17,1.01886e+18
1.89870e+02,1.01935e+18,9.80363e+17,1.01935e+18
1.89880e+02,1.01985e+18,9.79887e+17,1.01985e+18
1.89890e+02,1.02034e+18,9.79411e+17,1.02034e+18
1.89900e+02,1.02084e+18,9.78935e+17,1.02084e+18
1.89910e+02,1.02134e+18,9.78459e+17,1.02134e+18
1.89920e+02,1.02183e+18,9.77983e+17,1.02183e+18
1.89930e+02,1.02233e+18,9.77508e+17,1.02233e+18
1.89940e+02,1.02283e+18,9.77033e+17,1.02283e+18
1.89950e+02,1.02332e+18,9.76558e+17,1.02332e+18
1.89960e+02,1.02382e+18,9.76084e+17,1.02382e+18
1.89970e+02,1.02432e+18,9.75609e+17,1.02432e+18
1.89980e+02,1.02482e+18,9.75135e+17,1.02482e+18
1.89990e+02,1.02532e+18,9.74661e+17,1.02532e+18
1.90000e+02,1.02581e+18,9.74188e+17,1.02581e+18
1.90010e+02,1.02631e+18,9.73714e+17,1.02631e+18
1.90020e+02,1.02681e+18,9.73241e+17,1.02681e+18
1.90030e+02,1.02731e+18,9.72768e+17,1.02731e+18
1.90040e+02,1.02781e+18,9.72295e+17,1.02781e+18
1.90050e+02,1.02831e+18,9.71823e+17,1.02831e+18
1.90060e+02,1.02881e+18,9.71350e+17,1.02881e+18
1.90070e+02,1.02931e+18,9.70878e+17,1.02931e+18
1.90080e+02,1.02981e+18,9.70406e+17,1.02981e+18
1.90090e+02,1.03031e+18,9.69935e+17,1.03031e+18
1.90100e+02,1.03081e+18,9.69463e+17,1.03081e+18
1.90110e+02,1.03131e+18,9.68992e+17,1.03131e+18
1.90120e+02,1.03182e+18,9.68521e+17,1.03182e+18
1.90130e+02,1.03232e+18,9.68051e+17,1.03232e+18
1.90140e+02,1.03282e+18,9.67580e+17,1.03282e+18
1.90150e+02,1.03332e+18,9.67110e+17,1.03332e+18
1.90160e+02,1.03382e+18,9.66640e+17,1.03382e+18
1.90170e+02,1.03433e+18,9.66170e+17,1.03433e+18
1.90180e+02,1.03483e+18,9.65701e+17,1.03483e+18
1.90190e+02,1.03533e+18,9.65231e+17,1.03533e+18
1.90200e+02,1.03584e+18,9.64762e+17,1.03584e+18
1.90210e+02,1.03634e+18,9.64293e+17,1.03634e+18
1.90220e+02,1.03684e+18,9.63825e+17,1.03684e+18
1.90230e+02,1.03735e+18,9.63356e+17,1.03735e+18
1.90240e+02,1.03785e+18,9.62888e+17,1.03785e+18
1.90250e+02,1.03836e+18,9.62420e+17,1.03836e+18
1.90260e+02,1.03886e+18,9.61952e+17,1.03886e+18
1.90270e+02,1.03937e+18,9.61485e+17,1.03937e+18
1.90280e+02,1.03987e+18,9.61018e+17,1.03987e+18
1.90290e+02,1.04038e+18,9.60550e+17,1.04038e+18
1.90300e+02,1.04088e+18,9.60084e+17,1.04088e+18
1.90310e+02,1.04139e+18,9.59617e+17,1.04139e+18
1.90320e+02,1.04190e+18,9.59151e+17,1.04190e+18
1.90330e+02,1.04240e+18,9.58685e+17,1.04240e+18
1.90340e+02,1.04291e+18,9.58219e+17,1.04291e+18
1.90350e+02,1.04342e+18,9.57753e+17,1.04342e+18
1.90360e+02,1.04392e+18,9.57287e+17,1.04392e+18
1.90370e+02,1.04443e+18,9.56822e+17,1.04443e+18
1.90380e+02,1.04494e+18,9.56357e+17,1.04494e+18
1.90390e+02,1.04545e+18,9.55892e+17,1.04545e+18
1.90400e+02,1.04596e+18,9.55428e+17,1.04596e+18
1.90410e+02,1.04646e+18,9.54964e+17,1.04646e+18
1.90420e+02,1.04697e+18,9.54499e+17,1.04697e+18
1.90430e+02,1.04748e+18,9.54036e+17,1.04748e+18
1.90440e+02,1.04799e+18,9.53572e+17,1.04799e+18
1.90450e+02,1.04850e+18,9.53108e+17,1.04850e+18
1.90460e+02,1.04901e+18,9.52645e+17,1.04901e+18
1.90470e+02,1.04952e+18,9.52182e+17,1.04952e+18
1.90480e+02,1.05003e+18,9.51720e+17,1.05003e+18
1.90490e+02,1.05054e+18,9.51257e+17,1.05054e+18
1.90500e+02,1.05105e+18,9.50795e+17,1.05105e+18
1.90510e+02,1.05156e+18,9.50333e+17,1.05156e+18
1.90520e+02,1.05208e+18,9.49871e+17,1.05208e+18
1.90530e+02,1.05259e+18,9.49409e+17,1.05259e+18
1.90540e+02,1.05310e+18,9.48948e+17,1.05310e+18
1.90550e+02,1.05361e+18,9.48487e+17,1.05361e+18
1.90560e+02,1.05412e+18,9.48026e+17,1.05412e+18
1.90570e+02,1.05464e+18,9.47565e+17,1.05464e+18
1.90580e+02,1.05515e+18,9.47104e+17,1.05515e+18
1.90590e+02,1.05566e+18,9.46644e+17,1.05566e+18
1.90600e+02,1.05618e+18,9.46184e+17,1.05618e+18
1.90610e+02,1.05669e+18,9.45724e+17,1.05669e+18
1.90620e+02,1.05720e+18,9.45264e+17,1.05720e+18
1.90630e+02,1.05772e+18,9.44805e+17,1.05772e+18
1.90640e+02,1.05823e+18,9.44346e+17,1.05823e+18
1.90650e+02,1.05875e+18,9.43887e+17,1.05875e+18
1.90660e+02,1.05926e+18,9.43428e+17,1.05926e+18
1.90670e+02,1.05978e+18,9.42970e+17,1.05978e+18
1.90680e+02,1.06029e+18,9.42511e+17,1.06029e+18
1.90690e+02,1.06081e+18,9.42053e+17,1.06081e+18
1.90700e+02,1.06132e+18,9.41596e+17,1.06132e+18
1.90710e+02,1.06184e+18,9.41138e+17,1.06184e+18
1.90720e+02,1.06235e+18,9.40681e+17,1.06235e+18
1.90730e+02,1.06287e+18,9.40223e+17,1.06287e+18
1.90740e+02,1.06339e+18,9.39766e+17,1.06339e+18
1.90750e+02,1.06390e+18,9.39310e+17,1.06390e+18
1.90760e+02,1.06442e+18,9.38853e+17,1.06442e+18
1.90770e+02,1.06494e+18,9.38397e+17,1.06494e+18
1.90780e+02,1.06546e+18,9.37941e+17,1.06546e+18
1.90790e+02,1.06598e+18,9.37485e+17,1.06598e+18
1.90800e+02,1.06649e+18,9.37029e+17,1.06649e+18
1.90810e+02,1.06701e+18,9.36574e+17,1.06701e+18
1.90820e+02,1.06753e+18,9.36119e+17,1.06753e+18
1.90830e+02,1.06805e+18,9.35664e+17,1.06805e+18
1.90840e+02,1.06857e+18,9.35209e+17,1.06857e+18
1.90850e+02,1.06909e+18,9.34755e+17,1.06909e+18
1.90860e+02,1.06961e+18,9.34300e+17,1.06961e+18
1.90870e+02,1.07013e+18,9.33846e+17,1.07013e+18
1.90880e+02,1.07065e+18,9.33393e+17,1.07065e+18
1.90890e+02,1.07117e+18,9.32939e+17,1.07117e+18
1.90900e+02,1.07169e+18,9.32485e+17,1.07169e+18
1.90910e+02,1.07221e+18,9.32032e+17,1.07221e+18
1.90920e+02,1.07273e+18,9.31579e+17,1.07273e+18
1.90930e+02,1.07325e+18,9.31127e+17,1.07325e+18
1.90940e+02,1.07378e+18,9.30674e+17,1.07378e+18
1.90950e+02,1.07430e+18,9.30222e+17,1.07430e+18
1.90960e+02,1.07482e+18,9.29770e+17,1.07482e+18
1.90970e+02,1.07534e+18,9.29318e+17,1.07534e+18
1.90980e+02,1.07587e+18,9.28866e+17,1.07587e+18
1.90990e+02,1.07639e+18,9.28415e+17,1.07639e+18
1.91000e+02,1.07691e+18,9.27964e+17,1.07691e+18
1.91010e+02,1.07744e+18,9.27513e+17,1.07744e+18
1.91020e+02,1.07796e+18,9.27062e+17,1.07796e+18
1.91030e+02,1.07848e+18,9.26611e+17,1.07848e+18
1.91040e+02,1.07901e+18,9.26161e+17,1.07901e+18
1.91050e+02,1.07953e+18,9.25711e+17,1.07953e+18
1.91060e+02,1.08006e+18,9.25261e+17,1.08006e+18
1.91070e+02,1.08058e+18,9.24811e+17,1.08058e+18
1.91080e+02,1.08111e+18,9.24362e+17,1.08111e+18
1.91090e+02,1.08163e+18,9.23913e+17,1.08163e+18
1.91100e+02,1.08216e+18,9.23464e+17,1.08216e+18
1.91110e+02,1.08269e+18,9.23015e+17,1.08269e+18
1.91120e+02,1.08321e+18,9.22566e+17,1.08321e+18
1.91130e+02,1.08374e+18,9.22118e+17,1.08374e+18
1.91140e+02,1.08427e+18,9.21670e+17,1.08427e+18
1.91150e+02,1.08479e+18,9.21222e+17,1.08479e+18
1.91160e+02,1.08532e+18,9.20774e+17,1.08532e+18
1.91170e+02,1.08585e+18,9.20327e+17,1.08585e+18
1.91180e+02,1.08638e+18,9.19879e+17,1.08638e+18
1.91190e+02,1.08691e+18,9.19432e+17,1.08691e+18
1.91200e+02,1.08743e+18,9.18985e+17,1.08743e+18
1.91210e+02,1.08796e+18,9.18539e+17,1.08796e+18
1.91220e+02,1.08849e+18,9.18092e+17,1.08849e+18
1.91230e+02,1.08902e+18,9.17646e+17,1.08902e+18
1.91240e+02,1.08955e+18,9.17200e+17,1.08955e+18
1.91250e+02,1.09008e+18,9.16754e+17,1.09008e+18
1.91260e+02,1.09061e+18,9.16309e+17,1.09061e+18
1.91270e+02,1.09114e+18,9.15864e+17,1.09114e+18
1.91280e+02,1.09167e+18,9.15418e+17,1.09167e+18
1.91290e+02,1.09220e+18,9.14974e+17,1.09220e+18
1.91300e+02,1.09273e+18,9.14529e+17,1.09273e+18
1.91310e+02,1.09326e+18,9.14084e+17,1.09326e+18
1.91320e+02,1.09380e+18,9.13640e+17,1.09380e+18
1.91330e+02,1.09433e+18,9.13196e+17,1.09433e+18
1.91340e+02,1.09486e+18,9.12752e+17,1.09486e+18
1.91350e+02,1.09539e+18,9.12309e+17,1.09539e+18
1.91360e+02,1.09592e+18,9.11865e+17,1.09592e+18
1.91370e+02,1.09646e+18,9.11422e+17,1.09646e+18
1.91380e+02,1.09699e+18,9.10979e+17,1.09699e+18
1.91390e+02,1.09752e+18,9.10537e+17,1.09752e+18
1.91400e+02,1.09806e+18,9.10094e+17,1.09806e+18
1.91410e+02,1.09859e+18,9.09652e+17,1.09859e+18
1.91420e+02,1.09913e+18,9.09210e+17,1.09913e+18
1.91430e+02,1.09966e+18,9.08768e+17,1.09966e+18
1.91440e+02,1.10020e+18,9.08326e+17,1.10020e+18
1.91450e+02,1.10073e+18,9.07885e+17,1.10073e+18
1.91460e+02,1.10127e+18,9.07443e+17,1.10127e+18
1.91470e+02,1.10180e+18,9.07002e+17,1.10180e+18
1.91480e+02,1.10234e+18,9.06562e+17,1.10234e+18
1.91490e+02,1.10287e+18,9.06121e+17,1.10287e+18
1.91500e+02,1.10341e+18,9.05681e+17,1.10341e+18
1.91510e+02,1.10395e+18,9.05240e+17,1.10395e+18
1.91520e+02,1.10448e+18,9.04801e+17,1.10448e+18
1.91530e+02,1.10502e+18,9.04361e+17,1.10502e+18
1.91540e+02,1.10556e+18,9.03921e+17,1.10556e+18
1.91550e+02,1.10609e+18,9.03482e+17,1.10609e+18
1.91560e+02,1.10663e+18,9.03043e+17,1.10663e+18
1.91570e+02,1.10717e+18,9.02604e+17,1.10717e+18
1.91580e+02,1.10771e+18,9.02165e+17,1.10771e+18
1.91590e+02,1.10825e+18,9.01727e+17,1.10825e+18
1.91600e+02,1.10879e+18,9.01289e+17,1.10879e+18
1.91610e+02,1.10932e+18,9.00851e+17,1.10932e+18
1.91620e+02,1.10986e+18,9.00413e+17,1.10986e+18
1.91630e+02,1.11040e+18,8.99975e+17,1.11040e+18
1.91640e+02,1.11094e+18,8.99538e+17,1.11094e+18
1.91650e+02,1.11148e+18,8.99101e+17,1.11148e+18
1.91660e+02,1.11202e+18,8.98664e+17,1.11202e+18
1.91670e+02,1.11256e+18,8.98227e+17,1.11256e+18
1.91680e+02,1.11311e+18,8.97790e+17,1.11311e+18
1.91690e+02,1.11365e+18,8.97354e+17,1.11365e+18
1.91700e+02,1.11419e+18,8.96918e+17,1.11419e+18
1.91710e+02,1.11473e+18,8.96482e+17,1.11473e+18
1.91720e+02,1.11527e+18,8.96046e+17,1.11527e+18
1.91730e+02,1.11581e+18,8.95611e+17,1.11581e+18
1.91740e+02,1.11636e+18,8.95176e+17,1.11636e+18
1.91750e+02,1.11690e+18,8.94741e+17,1.11690e+18
1.91760e+02,1.11744e+18,8.94306e+17,1.11744e+18
1.91770e+02,1.11799e+18,8.93871e+17,1.11799e+18
1.91780e+02,1.11853e+18,8.93437e+17,1.11853e+18
1.91790e+02,1.11907e+18,8.93003e+17,1.11907e+18
1.91800e+02,1.11962e+18,8.92569e+17,1.11962e+18
1.91810e+02,1.12016e+18,8.92135e+17,1.12016e+18
1.91820e+02,1.12071e+18,8.91701e+17,1.12071e+18
1.91830e+02,1.12125e+18,8.91268e+17,1.12125e+18
1.91840e+02,1.12180e+18,8.90835e+17,1.12180e+18
1.91850e+02,1.12234e+18,8.90402e+17,1.12234e+18
1.91860e+02,1.12289e+18,8.89969e+17,1.12289e+18
1.91870e+02,1.12343e+18,8.89537e+17,1.12343e+18
1.91880e+02,1.12398e+18,8.89104e+17,1.12398e+18
