"Time","avg(D+_density)","avg(D_density)","avg(em_density)","avg(ionization_rate)","avg(recombination_rate)"
1.86610e+02,5.54100e+17,1.80353e+18,5.54100e+17,2.89769e-14,9.57752e-22
1.86620e+02,5.54366e+17,1.80266e+18,5.54366e+17,2.89771e-14,9.57750e-22
1.86630e+02,5.54633e+17,1.80180e+18,5.54633e+17,2.89774e-14,9.57748e-22
1.86640e+02,5.54900e+17,1.80093e+18,5.54900e+17,2.89776e-14,9.57747e-22
1.86650e+02,5.55167e+17,1.80006e+18,5.55167e+17,2.89778e-14,9.57745e-22
1.86660e+02,5.55434e+17,1.79920e+18,5.55434e+17,2.89780e-14,9.57743e-22
1.86670e+02,5.55702e+17,1.79833e+18,5.55702e+17,2.89783e-14,9.57742e-22
1.86680e+02,5.55969e+17,1.79747e+18,5.55969e+17,2.89785e-14,9.57740e-22
1.86690e+02,5.56237e+17,1.79660e+18,5.56237e+17,2.89787e-14,9.57738e-22
1.86700e+02,5.56504e+17,1.79574e+18,5.56504e+17,2.89790e-14,9.57736e-22
1.86710e+02,5.56772e+17,1.79487e+18,5.56772e+17,2.89792e-14,9.57735e-22
1.86720e+02,5.57040e+17,1.79401e+18,5.57040e+17,2.89794e-14,9.57733e-22
1.86730e+02,5.57308e+17,1.79315e+18,5.57308e+17,2.89797e-14,9.57731e-22
1.86740e+02,5.57577e+17,1.79228e+18,5.57577e+17,2.89799e-14,9.57729e-22
1.86750e+02,5.57845e+17,1.79142e+18,5.57845e+17,2.89801e-14,9.57728e-22
1.86760e+02,5.58114e+17,1.79056e+18,5.58114e+17,2.89804e-14,9.57726e-22
1.86770e+02,5.58382e+17,1.78970e+18,5.58382e+17,2.89806e-14,9.57724e-22
1.86780e+02,5.58651e+17,1.78884e+18,5.58651e+17,2.89808e-14,9.57722e-22
1.86790e+02,5.58920e+17,1.78798e+18,5.58920e+17,2.89810e-14,9.57721e-22
1.86800e+02,5.59189e+17,1.78712e+18,5.59189e+17,2.89813e-14,9.57719e-22
1.86810e+02,5.59458e+17,1.78626e+18,5.59458e+17,2.89815e-14,9.57717e-22
1.86820e+02,5.59728e+17,1.78540e+18,5.59728e+17,2.89817e-14,9.57716e-22
1.86830e+02,5.59997e+17,1.78454e+18,5.59997e+17,2.89820e-14,9.57714e-22
1.86840e+02,5.60267e+17,1.78368e+18,5.60267e+17,2.89822e-14,9.57712e-22
1.86850e+02,5.60536e+17,1.78282e+18,5.60536e+17,2.89824e-14,9.57710e-22
1.86860e+02,5.60806e+17,1.78196e+18,5.60806e+17,2.89827e-14,9.57709e-22
1.86870e+02,5.61076e+17,1.78111e+18,5.61076e+17,2.89829e-14,9.57707e-22
1.86880e+02,5.61346e+17,1.78025e+18,5.61346e+17,2.89831e-14,9.57705e-22
1.86890e+02,5.61616e+17,1.77939e+18,5.61616e+17,2.89834e-14,9.57703e-22
1.86900e+02,5.61887e+17,1.77854e+18,5.61887e+17,2.89836e-14,9.57702e-22
1.86910e+02,5.62157e+17,1.77768e+18,5.62157e+17,2.89838e-14,9.57700e-22
1.86920e+02,5.62428e+17,1.77682e+18,5.62428e+17,2.89840e-14,9.57698e-22
1.86930e+02,5.62699e+17,1.77597e+18,5.62699e+17,2.89843e-14,9.57696e-22
1.86940e+02,5.62970e+17,1.77512e+18,5.62970e+17,2.89845e-14,9.57695e-22
1.86950e+02,5.63241e+17,1.77426e+18,5.63241e+17,2.89847e-14,9.57693e-22
1.86960e+02,5.63512e+17,1.77341e+18,5.63512e+17,2.89850e-14,9.57691e-22
1.86970e+02,5.63783e+17,1.77255e+18,5.63783e+17,2.89852e-14,9.57690e-22
1.86980e+02,5.64054e+17,1.77170e+18,5.64054e+17,2.89854e-14,9.57688e-22
1.86990e+02,5.64326e+17,1.77085e+18,5.64326e+17,2.89857e-14,9.57686e-22
1.87000e+02,5.64598e+17,1.77000e+18,5.64598e+17,2.89859e-14,9.57684e-22
1.87010e+02,5.64870e+17,1.76914e+18,5.64870e+17,2.89861e-14,9.57683e-22
1.87020e+02,5.65142e+17,1.76829e+18,5.65142e+17,2.89864e-14,9.57681e-22
1.87030e+02,5.65414e+17,1.76744e+18,5.65414e+17,2.89866e-14,9.57679e-22
1.87040e+02,5.65686e+17,1.76659e+18,5.65686e+17,2.89868e-14,9.57677e-22
1.87050e+02,5.65958e+17,1.76574e+18,5.65958e+17,2.89871e-14,9.57676e-22
1.87060e+02,5.66231e+17,1.76489e+18,5.66231e+17,2.89873e-14,9.57674e-22
1.87070e+02,5.66503e+17,1.76404e+18,5.66503e+17,2.89875e-14,9.57672e-22
1.87080e+02,5.66776e+17,1.76319e+18,5.66776e+17,2.89877e-14,9.57670e-22
1.87090e+02,5.67049e+17,1.76234e+18,5.67049e+17,2.89880e-14,9.57669e-22
1.87100e+02,5.67322e+17,1.76150e+18,5.67322e+17,2.89882e-14,9.57667e-22
1.87110e+02,5.67595e+17,1.76065e+18,5.67595e+17,2.89884e-14,9.57665e-22
1.87120e+02,5.67868e+17,1.75980e+18,5.67868e+17,2.89887e-14,9.57664e-22
1.87130e+02,5.68142e+17,1.75895e+18,5.68142e+17,2.89889e-14,9.57662e-22
1.87140e+02,5.68415e+17,1.75811e+18,5.68415e+17,2.89891e-14,9.57660e-22
1.87150e+02,5.68689e+17,1.75726e+18,5.68689e+17,2.89894e-14,9.57658e-22
1.87160e+02,5.68963e+17,1.75642e+18,5.68963e+17,2.89896e-14,9.57657e-22
1.87170e+02,5.69237e+17,1.75557e+18,5.69237e+17,2.89898e-14,9.57655e-22
1.87180e+02,5.69511e+17,1.75473e+18,5.69511e+17,2.89901e-14,9.57653e-22
1.87190e+02,5.69785e+17,1.75388e+18,5.69785e+17,2.89903e-14,9.57651e-22
1.87200e+02,5.70060e+17,1.75304e+18,5.70060e+17,2.89905e-14,9.57650e-22
1.87210e+02,5.70334e+17,1.75219e+18,5.70334e+17,2.89908e-14,9.57648e-22
1.87220e+02,5.70609e+17,1.75135e+18,5.70609e+17,2.89910e-14,9.57646e-22
1.87230e+02,5.70884e+17,1.75051e+18,5.70884e+17,2.89912e-14,9.57644e-22
1.87240e+02,5.71158e+17,1.74966e+18,5.71158e+17,2.89915e-14,9.57643e-22
1.87250e+02,5.71433e+17,1.74882e+18,5.71433e+17,2.89917e-14,9.57641e-22
1.87260e+02,5.71709e+17,1.74798e+18,5.71709e+17,2.89919e-14,9.57639e-22
1.87270e+02,5.71984e+17,1.74714e+18,5.71984e+17,2.89921e-14,9.57638e-22
1.87280e+02,5.72259e+17,1.74630e+18,5.72259e+17,2.89924e-14,9.57636e-22
1.87290e+02,5.72535e+17,1.74546e+18,5.72535e+17,2.89926e-14,9.57634e-22
1.87300e+02,5.72811e+17,1.74462e+18,5.72811e+17,2.89928e-14,9.57632e-22
1.87310e+02,5.73087e+17,1.74378e+18,5.73087e+17,2.89931e-14,9.57631e-22
1.87320e+02,5.73362e+17,1.74294e+18,5.73362e+17,2.89933e-14,9.57629e-22
1.87330e+02,5.73639e+17,1.74210e+18,5.73639e+17,2.89935e-14,9.57627e-22
1.87340e+02,5.73915e+17,1.74126e+18,5.73915e+17,2.89938e-14,9.57625e-22
1.87350e+02,5.74191e+17,1.74042e+18,5.74191e+17,2.89940e-14,9.57624e-22
1.87360e+02,5.74468e+17,1.73959e+18,5.74468e+17,2.89942e-14,9.57622e-22
1.87370e+02,5.74744e+17,1.73875e+18,5.74744e+17,2.89945e-14,9.57620e-22
1.87380e+02,5.75021e+17,1.73791e+18,5.75021e+17,2.89947e-14,9.57618e-22
1.87390e+02,5.75298e+17,1.73707e+18,5.75298e+17,2.89949e-14,9.57617e-22
1.87400e+02,5.75575e+17,1.73624e+18,5.75575e+17,2.89952e-14,9.57615e-22
1.87410e+02,5.75852e+17,1.73540e+18,5.75852e+17,2.89954e-14,9.57613e-22
1.87420e+02,5.76130e+17,1.73457e+18,5.76130e+17,2.89956e-14,9.57612e-22
1.87430e+02,5.76407e+17,1.73373e+18,5.76407e+17,2.89959e-14,9.57610e-22
1.87440e+02,5.76685e+17,1.73290e+18,5.76685e+17,2.89961e-14,9.57608e-22
1.87450e+02,5.76963e+17,1.73206e+18,5.76963e+17,2.89963e-14,9.57606e-22
1.87460e+02,5.77240e+17,1.73123e+18,5.77240e+17,2.89966e-14,9.57605e-22
1.87470e+02,5.77518e+17,1.73040e+18,5.77518e+17,2.89968e-14,9.57603e-22
1.87480e+02,5.77797e+17,1.72956e+18,5.77797e+17,2.89970e-14,9.57601e-22
1.87490e+02,5.78075e+17,1.72873e+18,5.78075e+17,2.89973e-14,9.57599e-22
1.87500e+02,5.78353e+17,1.72790e+18,5.78353e+17,2.89975e-14,9.57598e-22
1.87510e+02,5.78632e+17,1.72707e+18,5.78632e+17,2.89977e-14,9.57596e-22
1.87520e+02,5.78911e+17,1.72624e+18,5.78911e+17,2.89979e-14,9.57594e-22
1.87530e+02,5.79189e+17,1.72540e+18,5.79189e+17,2.89982e-14,9.57592e-22
1.87540e+02,5.79468e+17,1.72457e+18,5.79468e+17,2.89984e-14,9.57591e-22
1.87550e+02,5.79747e+17,1.72374e+18,5.79747e+17,2.89986e-14,9.57589e-22
1.87560e+02,5.80027e+17,1.72291e+18,5.80027e+17,2.89989e-14,9.57587e-22
1.87570e+02,5.80306e+17,1.72208e+18,5.80306e+17,2.89991e-14,9.57585e-22
1.87580e+02,5.80586e+17,1.72125e+18,5.80586e+17,2.89993e-14,9.57584e-22
1.87590e+02,5.80865e+17,1.72043e+18,5.80865e+17,2.89996e-14,9.57582e-22
1.87600e+02,5.81145e+17,1.71960e+18,5.81145e+17,2.89998e-14,9.57580e-22
1.87610e+02,5.81425e+17,1.71877e+18,5.81425e+17,2.90000e-14,9.57579e-22
1.87620e+02,5.81705e+17,1.71794e+18,5.81705e+17,2.90003e-14,9.57577e-22
1.87630e+02,5.81985e+17,1.71712e+18,5.81985e+17,2.90005e-14,9.57575e-22
1.87640e+02,5.82266e+17,1.71629e+18,5.82266e+17,2.90007e-14,9.57573e-22
1.87650e+02,5.82546e+17,1.71546e+18,5.82546e+17,2.90010e-14,9.57572e-22
1.87660e+02,5.82827e+17,1.71464e+18,5.82827e+17,2.90012e-14,9.57570e-22
1.87670e+02,5.83107e+17,1.71381e+18,5.83107e+17,2.90014e-14,9.57568e-22
1.87680e+02,5.83388e+17,1.71299e+18,5.83388e+17,2.90017e-14,9.57566e-22
1.87690e+02,5.83669e+17,1.71216e+18,5.83669e+17,2.90019e-14,9.57565e-22
1.87700e+02,5.83951e+17,1.71134e+18,5.83951e+17,2.90021e-14,9.57563e-22
1.87710e+02,5.84232e+17,1.71051e+18,5.84232e+17,2.90024e-14,9.57561e-22
1.87720e+02,5.84513e+17,1.70969e+18,5.84513e+17,2.90026e-14,9.57559e-22
1.87730e+02,5.84795e+17,1.70887e+18,5.84795e+17,2.90028e-14,9.57558e-22
1.87740e+02,5.85077e+17,1.70804e+18,5.85077e+17,2.90031e-14,9.57556e-22
1.87750e+02,5.85358e+17,1.70722e+18,5.85358e+17,2.90033e-14,9.57554e-22
1.87760e+02,5.85640e+17,1.70640e+18,5.85640e+17,2.90035e-14,9.57553e-22
1.87770e+02,5.85923e+17,1.70558e+18,5.85923e+17,2.90038e-14,9.57551e-22
1.87780e+02,5.86205e+17,1.70476e+18,5.86205e+17,2.90040e-14,9.57549e-22
1.87790e+02,5.86487e+17,1.70393e+18,5.86487e+17,2.90042e-14,9.57547e-22
1.87800e+02,5.86770e+17,1.70311e+18,5.86770e+17,2.90045e-14,9.57546e-22
1.87810e+02,5.87052e+17,1.70229e+18,5.87052e+17,2.90047e-14,9.57544e-22
1.87820e+02,5.87335e+17,1.70147e+18,5.87335e+17,2.90049e-14,9.57542e-22
1.87830e+02,5.87618e+17,1.70066e+18,5.87618e+17,2.90052e-14,9.57540e-22
1.87840e+02,5.87901e+17,1.69984e+18,5.87901e+17,2.90054e-14,9.57539e-22
1.87850e+02,5.88185e+17,1.69902e+18,5.88185e+17,2.90056e-14,9.57537e-22
1.87860e+02,5.88468e+17,1.69820e+18,5.88468e+17,2.90058e-14,9.57535e-22
1.87870e+02,5.88751e+17,1.69738e+18,5.88751e+17,2.90061e-14,9.57533e-22
1.87880e+02,5.89035e+17,1.69656e+18,5.89035e+17,2.90063e-14,9.57532e-22
1.87890e+02,5.89319e+17,1.69575e+18,5.89319e+17,2.90065e-14,9.57530e-22
1.87900e+02,5.89603e+17,1.69493e+18,5.89603e+17,2.90068e-14,9.57528e-22
1.87910e+02,5.89887e+17,1.69411e+18,5.89887e+17,2.90070e-14,9.57527e-22
1.87920e+02,5.90171e+17,1.69330e+18,5.90171e+17,2.90072e-14,9.57525e-22
1.87930e+02,5.90455e+17,1.69248e+18,5.90455e+17,2.90075e-14,9.57523e-22
1.87940e+02,5.90740e+17,1.69167e+18,5.90740e+17,2.90077e-14,9.57521e-22
1.87950e+02,5.91025e+17,1.69085e+18,5.91025e+17,2.90079e-14,9.57520e-22
1.87960e+02,5.91309e+17,1.69004e+18,5.91309e+17,2.90082e-14,9.57518e-22
1.87970e+02,5.91594e+17,1.68923e+18,5.91594e+17,2.90084e-14,9.57516e-22
1.87980e+02,5.91879e+17,1.68841e+18,5.91879e+17,2.90086e-14,9.57514e-22
1.87990e+02,5.92164e+17,1.68760e+18,5.92164e+17,2.90089e-14,9.57513e-22
1.88000e+02,5.92450e+17,1.68679e+18,5.92450e+17,2.90091e-14,9.57511e-22
1.88010e+02,5.92735e+17,1.68597e+18,5.92735e+17,2.90093e-14,9.57509e-22
1.88020e+02,5.93021e+17,1.68516e+18,5.93021e+17,2.90096e-14,9.57507e-22
1.88030e+02,5.93307e+17,1.68435e+18,5.93307e+17,2.90098e-14,9.57506e-22
1.88040e+02,5.93592e+17,1.68354e+18,5.93592e+17,2.90100e-14,9.57504e-22
1.88050e+02,5.93878e+17,1.68273e+18,5.93878e+17,2.90103e-14,9.57502e-22
1.88060e+02,5.94165e+17,1.68192e+18,5.94165e+17,2.90105e-14,9.57501e-22
1.88070e+02,5.94451e+17,1.68111e+18,5.94451e+17,2.90107e-14,9.57499e-22
1.88080e+02,5.94737e+17,1.68030e+18,5.94737e+17,2.90110e-14,9.57497e-22
1.88090e+02,5.95024e+17,1.67949e+18,5.95024e+17,2.90112e-14,9.57495e-22
1.88100e+02,5.95311e+17,1.67868e+18,5.95311e+17,2.90114e-14,9.57494e-22
1.88110e+02,5.95598e+17,1.67787e+18,5.95598e+17,2.90117e-14,9.57492e-22
1.88120e+02,5.95885e+17,1.67706e+18,5.95885e+17,2.90119e-14,9.57490e-22
1.88130e+02,5.96172e+17,1.67626e+18,5.96172e+17,2.90121e-14,9.57488e-22
1.88140e+02,5.96459e+17,1.67545e+18,5.96459e+17,2.90124e-14,9.57487e-22
1.88150e+02,5.96746e+17,1.67464e+18,5.96746e+17,2.90126e-14,9.57485e-22
1.88160e+02,5.97034e+17,1.67383e+18,5.97034e+17,2.90128e-14,9.57483e-22
1.88170e+02,5.97322e+17,1.67303e+18,5.97322e+17,2.90131e-14,9.57481e-22
1.88180e+02,5.97610e+17,1.67222e+18,5.97610e+17,2.90133e-14,9.57480e-22
1.88190e+02,5.97898e+17,1.67142e+18,5.97898e+17,2.90135e-14,9.57478e-22
1.88200e+02,5.98186e+17,1.67061e+18,5.98186e+17,2.90138e-14,9.57476e-22
1.88210e+02,5.98474e+17,1.66981e+18,5.98474e+17,2.90140e-14,9.57474e-22
1.88220e+02,5.98762e+17,1.66900e+18,5.98762e+17,2.90142e-14,9.57473e-22
1.88230e+02,5.99051e+17,1.66820e+18,5.99051e+17,2.90145e-14,9.57471e-22
1.88240e+02,5.99340e+17,1.66739e+18,5.99340e+17,2.90147e-14,9.57469e-22
1.88250e+02,5.99628e+17,1.66659e+18,5.99628e+17,2.90149e-14,9.57468e-22
1.88260e+02,5.99917e+17,1.66579e+18,5.99917e+17,2.90152e-14,9.57466e-22
1.88270e+02,6.00207e+17,1.66499e+18,6.00207e+17,2.90154e-14,9.57464e-22
1.88280e+02,6.00496e+17,1.66418e+18,6.00496e+17,2.90156e-14,9.57462e-22
1.88290e+02,6.00785e+17,1.66338e+18,6.00785e+17,2.90159e-14,9.57461e-22
1.88300e+02,6.01075e+17,1.66258e+18,6.01075e+17,2.90161e-14,9.57459e-22
1.88310e+02,6.01364e+17,1.66178e+18,6.01364e+17,2.90163e-14,9.57457e-22
1.88320e+02,6.01654e+17,1.66098e+18,6.01654e+17,2.90166e-14,9.57455e-22
1.88330e+02,6.01944e+17,1.66018e+18,6.01944e+17,2.90168e-14,9.57454e-22
1.88340e+02,6.02234e+17,1.65938e+18,6.02234e+17,2.90170e-14,9.57452e-22
1.88350e+02,6.02525e+17,1.65858e+18,6.02525e+17,2.90173e-14,9.57450e-22
1.88360e+02,6.02815e+17,1.65778e+18,6.02815e+17,2.90175e-14,9.57448e-22
1.88370e+02,6.03106e+17,1.65698e+18,6.03106e+17,2.90177e-14,9.57447e-22
1.88380e+02,6.03396e+17,1.65618e+18,6.03396e+17,2.90180e-14,9.57445e-22
1.88390e+02,6.03687e+17,1.65539e+18,6.03687e+17,2.90182e-14,9.57443e-22
1.88400e+02,6.03978e+17,1.65459e+18,6.03978e+17,2.90184e-14,9.57442e-22
1.88410e+02,6.04269e+17,1.65379e+18,6.04269e+17,2.90187e-14,9.57440e-22
1.88420e+02,6.04560e+17,1.65300e+18,6.04560e+17,2.90189e-14,9.57438e-22
1.88430e+02,6.04852e+17,1.65220e+18,6.04852e+17,2.90191e-14,9.57436e-22
1.88440e+02,6.05143e+17,1.65140e+18,6.05143e+17,2.90194e-14,9.57435e-22
1.88450e+02,6.05435e+17,1.65061e+18,6.05435e+17,2.90196e-14,9.57433e-22
1.88460e+02,6.05727e+17,1.64981e+18,6.05727e+17,2.90198e-14,9.57431e-22
1.88470e+02,6.06019e+17,1.64902e+18,6.06019e+17,2.90201e-14,9.57429e-22
1.88480e+02,6.06311e+17,1.64822e+18,6.06311e+17,2.90203e-14,9.57428e-22
1.88490e+02,6.06603e+17,1.64743e+18,6.06603e+17,2.90205e-14,9.57426e-22
1.88500e+02,6.06896e+17,1.64664e+18,6.06896e+17,2.90208e-14,9.57424e-22
1.88510e+02,6.07188e+17,1.64584e+18,6.07188e+17,2.90210e-14,9.57422e-22
1.88520e+02,6.07481e+17,1.64505e+18,6.07481e+17,2.90212e-14,9.57421e-22
1.88530e+02,6.07774e+17,1.64426e+18,6.07774e+17,2.90215e-14,9.57419e-22
1.88540e+02,6.08067e+17,1.64346e+18,6.08067e+17,2.90217e-14,9.57417e-22
1.88550e+02,6.08360e+17,1.64267e+18,6.08360e+17,2.90220e-14,9.57415e-22
1.88560e+02,6.08653e+17,1.64188e+18,6.08653e+17,2.90222e-14,9.57414e-22
1.88570e+02,6.08946e+17,1.64109e+18,6.08946e+17,2.90224e-14,9.57412e-22
1.88580e+02,6.09240e+17,1.64030e+18,6.09240e+17,2.90227e-14,9.57410e-22
1.88590e+02,6.09534e+17,1.63951e+18,6.09534e+17,2.90229e-14,9.57409e-22
1.88600e+02,6.09828e+17,1.63872e+18,6.09828e+17,2.90231e-14,9.57407e-22
1.88610e+02,6.10122e+17,1.63793e+18,6.10122e+17,2.90234e-14,9.57405e-22
1.88620e+02,6.10416e+17,1.63714e+18,6.10416e+17,2.90236e-14,9.57403e-22
1.88630e+02,6.10710e+17,1.63635e+18,6.10710e+17,2.90238e-14,9.57402e-22
1.88640e+02,6.11004e+17,1.63556e+18,6.11004e+17,2.90241e-14,9.57400e-22
1.88650e+02,6.11299e+17,1.63477e+18,6.11299e+17,2.90243e-14,9.57398e-22
1.88660e+02,6.11594e+17,1.63399e+18,6.11594e+17,2.90245e-14,9.57396e-22
1.88670e+02,6.11888e+17,1.63320e+18,6.11888e+17,2.90248e-14,9.57395e-22
1.88680e+02,6.12183e+17,1.63241e+18,6.12183e+17,2.90250e-14,9.57393e-22
1.88690e+02,6.12479e+17,1.63163e+18,6.12479e+17,2.90252e-14,9.57391e-22
1.88700e+02,6.12774e+17,1.63084e+18,6.12774e+17,2.90255e-14,9.57389e-22
1.88710e+02,6.13069e+17,1.63005e+18,6.13069e+17,2.90257e-14,9.57388e-22
1.88720e+02,6.13365e+17,1.62927e+18,6.13365e+17,2.90259e-14,9.57386e-22
1.88730e+02,6.13661e+17,1.62848e+18,6.13661e+17,2.90262e-14,9.57384e-22
1.88740e+02,6.13956e+17,1.62770e+18,6.13956e+17,2.90264e-14,9.57383e-22
1.88750e+02,6.14252e+17,1.62691e+18,6.14252e+17,2.90266e-14,9.57381e-22
1.88760e+02,6.14549e+17,1.62613e+18,6.14549e+17,2.90269e-14,9.57379e-22
1.88770e+02,6.14845e+17,1.62535e+18,6.14845e+17,2.90271e-14,9.57377e-22
1.88780e+02,6.15141e+17,1.62456e+18,6.15141e+17,2.90273e-14,9.57376e-22
1.88790e+02,6.15438e+17,1.62378e+18,6.15438e+17,2.90276e-14,9.57374e-22
1.88800e+02,6.15735e+17,1.62300e+18,6.15735e+17,2.90278e-14,9.57372e-22
1.88810e+02,6.16031e+17,1.62222e+18,6.16031e+17,2.90280e-14,9.57370e-22
1.88820e+02,6.16328e+17,1.62143e+18,6.16328e+17,2.90283e-14,9.57369e-22
1.88830e+02,6.16626e+17,1.62065e+18,6.16626e+17,2.90285e-14,9.57367e-22
1.88840e+02,6.16923e+17,1.61987e+18,6.16923e+17,2.90287e-14,9.57365e-22
1.88850e+02,6.17220e+17,1.61909e+18,6.17220e+17,2.90290e-14,9.57363e-22
1.88860e+02,6.17518e+17,1.61831e+18,6.17518e+17,2.90292e-14,9.57362e-22
1.88870e+02,6.17816e+17,1.61753e+18,6.17816e+17,2.90294e-14,9.57360e-22
1.88880e+02,6.18114e+17,1.61675e+18,6.18114e+17,2.90297e-14,9.57358e-22
1.88890e+02,6.18412e+17,1.61597e+18,6.18412e+17,2.90299e-14,9.57356e-22
1.88900e+02,6.18710e+17,1.61519e+18,6.18710e+17,2.90302e-14,9.57355e-22
1.88910e+02,6.19008e+17,1.61441e+18,6.19008e+17,2.90304e-14,9.57353e-22
1.88920e+02,6.19307e+17,1.61364e+18,6.19307e+17,2.90306e-14,9.57351e-22
1.88930e+02,6.19605e+17,1.61286e+18,6.19605e+17,2.90309e-14,9.57350e-22
1.88940e+02,6.19904e+17,1.61208e+18,6.19904e+17,2.90311e-14,9.57348e-22
1.88950e+02,6.20203e+17,1.61130e+18,6.20203e+17,2.90313e-14,9.57346e-22
1.88960e+02,6.20502e+17,1.61053e+18,6.20502e+17,2.90316e-14,9.57344e-22
1.88970e+02,6.20801e+17,1.60975e+18,6.20801e+17,2.90318e-14,9.57343e-22
1.88980e+02,6.21101e+17,1.60898e+18,6.21101e+17,2.90320e-14,9.57341e-22
1.88990e+02,6.21400e+17,1.60820e+18,6.21400e+17,2.90323e-14,9.57339e-22
1.89000e+02,6.21700e+17,1.60743e+18,6.21700e+17,2.90325e-14,9.57337e-22
1.89010e+02,6.22000e+17,1.60665e+18,6.22000e+17,2.90327e-14,9.57336e-22
1.89020e+02,6.22300e+17,1.60588e+18,6.22300e+17,2.90330e-14,9.57334e-22
1.89030e+02,6.22600e+17,1.60510e+18,6.22600e+17,2.90332e-14,9.57332e-22
1.89040e+02,6.22900e+17,1.60433e+18,6.22900e+17,2.90334e-14,9.57330e-22
1.89050e+02,6.23200e+17,1.60355e+18,6.23200e+17,2.90337e-14,9.57329e-22
1.89060e+02,6.23501e+17,1.60278e+18,6.23501e+17,2.90339e-14,9.57327e-22
1.89070e+02,6.23801e+17,1.60201e+18,6.23801e+17,2.90341e-14,9.57325e-22
1.89080e+02,6.24102e+17,1.60124e+18,6.24102e+17,2.90344e-14,9.57324e-22
1.89090e+02,6.24403e+17,1.60047e+18,6.24403e+17,2.90346e-14,9.57322e-22
1.89100e+02,6.24704e+17,1.59969e+18,6.24704e+17,2.90348e-14,9.57320e-22
1.89110e+02,6.25006e+17,1.59892e+18,6.25006e+17,2.90351e-14,9.57318e-22
1.89120e+02,6.25307e+17,1.59815e+18,6.25307e+17,2.90353e-14,9.57317e-22
1.89130e+02,6.25609e+17,1.59738e+18,6.25609e+17,2.90356e-14,9.57315e-22
1.89140e+02,6.25910e+17,1.59661e+18,6.25910e+17,2.90358e-14,9.57313e-22
1.89150e+02,6.26212e+17,1.59584e+18,6.26212e+17,2.90360e-14,9.57311e-22
1.89160e+02,6.26514e+17,1.59507e+18,6.26514e+17,2.90363e-14,9.57310e-22
1.89170e+02,6.26816e+17,1.59430e+18,6.26816e+17,2.90365e-14,9.57308e-22
1.89180e+02,6.27119e+17,1.59354e+18,6.27119e+17,2.90367e-14,9.57306e-22
1.89190e+02,6.27421e+17,1.59277e+18,6.27421e+17,2.90370e-14,9.57304e-22
1.89200e+02,6.27724e+17,1.59200e+18,6.27724e+17,2.90372e-14,9.57303e-22
1.89210e+02,6.28027e+17,1.59123e+18,6.28027e+17,2.90374e-14,9.57301e-22
1.89220e+02,6.28329e+17,1.59046e+18,6.28329e+17,2.90377e-14,9.57299e-22
1.89230e+02,6.28633e+17,1.58970e+18,6.28633e+17,2.90379e-14,9.57297e-22
1.89240e+02,6.28936e+17,1.58893e+18,6.28936e+17,2.90381e-14,9.57296e-22
1.89250e+02,6.29239e+17,1.58817e+18,6.29239e+17,2.90384e-14,9.57294e-22
1.89260e+02,6.29543e+17,1.58740e+18,6.29543e+17,2.90386e-14,9.57292e-22
1.89270e+02,6.29846e+17,1.58663e+18,6.29846e+17,2.90388e-14,9.57291e-22
1.89280e+02,6.30150e+17,1.58587e+18,6.30150e+17,2.90391e-14,9.57289e-22
1.89290e+02,6.30454e+17,1.58511e+18,6.30454e+17,2.90393e-14,9.57287e-22
1.89300e+02,6.30758e+17,1.58434e+18,6.30758e+17,2.90396e-14,9.57285e-22
1.89310e+02,6.31062e+17,1.58358e+18,6.31062e+17,2.90398e-14,9.57284e-22
1.89320e+02,6.31367e+17,1.58281e+18,6.31367e+17,2.90400e-14,9.57282e-22
1.89330e+02,6.31671e+17,1.58205e+18,6.31671e+17,2.90403e-14,9.57280e-22
1.89340e+02,6.31976e+17,1.58129e+18,6.31976e+17,2.90405e-14,9.57278e-22
1.89350e+02,6.32281e+17,1.58053e+18,6.32281e+17,2.90407e-14,9.57277e-22
1.89360e+02,6.32586e+17,1.57976e+18,6.32586e+17,2.90410e-14,9.57275e-22
1.89370e+02,6.32891e+17,1.57900e+18,6.32891e+17,2.90412e-14,9.57273e-22
1.89380e+02,6.33196e+17,1.57824e+18,6.33196e+17,2.90414e-14,9.57271e-22
1.89390e+02,6.33502e+17,1.57748e+18,6.33502e+17,2.90417e-14,9.57270e-22
1.89400e+02,6.33807e+17,1.57672e+18,6.33807e+17,2.90419e-14,9.57268e-22
1.89410e+02,6.34113e+17,1.57596e+18,6.34113e+17,2.90421e-14,9.57266e-22
1.89420e+02,6.34419e+17,1.57520e+18,6.34419e+17,2.90424e-14,9.57264e-22
1.89430e+02,6.34725e+17,1.57444e+18,6.34725e+17,2.90426e-14,9.57263e-22
1.89440e+02,6.35031e+17,1.57368e+18,6.35031e+17,2.90428e-14,9.57261e-22
1.89450e+02,6.35337e+17,1.57292e+18,6.35337e+17,2.90431e-14,9.57259e-22
1.89460e+02,6.35644e+17,1.57216e+18,6.35644e+17,2.90433e-14,9.57258e-22
1.89470e+02,6.35950e+17,1.57141e+18,6.35950e+17,2.90436e-14,9.57256e-22
1.89480e+02,6.36257e+17,1.57065e+18,6.36257e+17,2.90438e-14,9.57254e-22
1.89490e+02,6.36564e+17,1.56989e+18,6.36564e+17,2.90440e-14,9.57252e-22
1.89500e+02,6.36871e+17,1.56913e+18,6.36871e+17,2.90443e-14,9.57251e-22
